year,mouth,day,peak_AM,peak_PM,Insolation,Temperature,Cloud_cover,Insolation_2,Exp_Insolation,Seek_number1,Seek_number2,EGC,Cell_number,Insolation_difference,Temperature_difference,WhitePixels,BlackPixels
5,2,3,0,0,0,-0.8,0,0,0,0,0,0,4438,0,-0.3,35904,70496
5,2,3,0,0,0,-1.1,0,0,0,0,0,0,4438,0,0.7,35759,70641
5,2,3,0,0,0,-0.4,0,0,0,0,0,0,4438,0.025,-0.7,36004,70396
5,2,3,0,0,0.025,-1.1,0,0.08,128.7,281.5,0.06,0.0193,4438,0.336,2,36256,70144
5,2,3,0,0,0.361,0.9,0,11.83,19052.2,307.9,15.42,4.7927,4438,0.254,3.9,34616,71784
5,2,3,0,0,0.615,4.8,0,29.01,47756.4,310.2,37.47,11.5999,4438,0.177,3,34456,71944
5,2,3,0,0,0.792,7.8,0,37.22,61323.5,294.2,50.76,14.918,4437,0.114,1.2,31978,74422
5,2,3,1,0,0.906,9,0,41.69,68729.6,289,58.05,16.7782,4438,-0.226,0.2,30087,76313
5,2,3,0,0,0.68,9.2,1,32.18,52813.9,299.3,43.12,12.9347,4438,0.221,0.6,29319,77081
5,2,3,0,1,0.901,9.8,1,42.74,70385.3,295.9,58.12,17.1842,4438,-0.136,0.4,29987,76413
5,2,3,0,0,0.765,10.2,1,37.53,61663,302.3,49.76,15.0403,4437,-0.211,-0.3,28975,77425
5,2,3,0,0,0.554,9.9,2,28.02,45998.1,306.8,36.63,11.2159,4438,-0.276,-1,28723,77677
5,2,3,0,0,0.278,8.9,2,13.74,22164.1,309.7,17.82,5.551,4438,-0.262,-2.1,28844,77556
5,2,3,0,0,0.016,6.8,2,0.54,670.4,254.9,0.62,0.1862,4438,-0.016,-1,28773,77627
5,2,3,0,0,0,5.8,1,0,0,3.7,0,0,4438,0,-0.3,28979,77421
5,2,3,0,0,0,5.5,1,0,0,0,0,0,4438,0,-1.1,28961,77439
5,2,3,0,0,0,4.4,1,0,0,0,0,0,4438,0,-0.6,28985,77415
5,2,3,0,0,0,3.8,0,0,0,0,0,0,4438,0,-0.1,30002,76398
5,2,3,0,0,0,3.7,0,0,0,0,0,0,4438,0,-0.3,30030,76370
5,2,3,0,0,0,3.4,0,0,0,0,0,0,4438,0,-0.4,29303,77097
5,2,3,0,0,0,3,0,0,0,0,0,0,4438,0,-0.7,29080,77320
5,2,4,0,0,0,2.3,0,0,0,0,0,0,4360,0,-0.9,29746,76654
5,2,4,0,0,0,1.4,0,0,0,0,0,0,4438,0,0.3,31070,75330
5,2,4,0,0,0,1.7,0,0,0,0,0,0,4438,0,0.6,32192,74208
5,2,4,0,0,0,2.3,0,0,0,0,0,0,4438,0,0.3,33978,72422
5,2,4,0,0,0,2.6,0,0,0,0,0,0,4438,0,0.2,36209,70191
5,2,4,0,0,0,2.8,0,0,0,0,0,0,4438,0.03,-0.7,38284,68116
5,2,4,0,0,0.03,2.1,0,0.48,745.7,266.4,0.7,0.2089,4438,0.262,0,39509,66891
5,2,4,0,0,0.292,2.1,0,10.49,16956.6,311.2,13.73,4.3045,4438,0.245,3.2,39813,66587
5,2,4,0,0,0.537,5.3,0,25.29,41708.3,312,32.6,10.1548,4438,0.181,2.7,40036,66364
5,2,4,0,0,0.718,8,0,33.47,55286.4,301,44.64,13.4337,4437,0.111,2,38484,67916
5,2,4,0,0,0.829,10,0,38.05,62628.8,288.8,52.83,15.258,4438,0.036,1.3,37346,69054
5,2,4,1,0,0.865,11.3,1,39.6,65173.2,288.2,55.18,15.9012,4438,-0.057,1.3,36414,69986
5,2,4,0,1,0.808,12.6,1,38.33,62410.2,288.7,52.75,15.2268,4438,-0.143,0,36761,69639
5,2,4,0,0,0.665,12.6,1,32.7,52966.7,289.1,44.73,12.9293,4437,-0.202,-0.3,36381,70019
5,2,4,0,0,0.463,12.3,0,23.4,37780.7,296.4,31.35,9.2672,4438,-0.248,-1.1,34729,71671
5,2,4,0,0,0.215,11.2,0,10.55,16585.4,300.9,14.09,4.2427,4438,-0.2,-1.5,34678,71722
5,2,4,0,0,0.015,9.7,0,0.91,606.2,253.6,0.57,0.1714,4438,-0.015,-1.8,34230,72170
5,2,4,0,0,0,7.9,1,0,0,4.1,0,0,4438,0,-1.1,33750,72650
5,2,4,0,0,0,6.8,1,0,0,0,0,0,4438,0,-0.8,32532,73868
5,2,4,0,0,0,6,1,0,0,0,0,0,4438,0,-0.6,32589,73811
5,2,4,0,0,0,5.4,1,0,0,0,0,0,4438,0,-0.7,32482,73918
5,2,4,0,0,0,4.7,1,0,0,0,0,0,4438,0,-1,30820,75580
5,2,4,0,0,0,3.7,1,0,0,0,0,0,4438,0,-0.6,30101,76299
5,2,4,0,0,0,3.1,1,0,0,0,0,0,4438,0,-0.7,28851,77549
5,2,5,0,0,0,2.4,1,0,0,0,0,0,4361,0,-0.5,28580,77820
5,2,5,0,0,0,1.9,1,0,0,0,0,0,4438,0,-0.1,28396,78004
5,2,5,0,0,0,1.8,0,0,0,0,0,0,4438,0,-0.1,28878,77522
5,2,5,0,0,0,1.7,0,0,0,0,0,0,4438,0,-0.1,29037,77363
5,2,5,0,0,0,1.6,0,0,0,0,0,0,4438,0,-0.3,29097,77303
5,2,5,0,0,0,1.3,0,0,0,0,0,0,4438,0.03,0.7,29461,76939
5,2,5,0,0,0.03,2,0,0.39,554.6,273.5,0.54,0.1608,4438,0.283,1.8,29779,76621
5,2,5,0,0,0.313,3.8,0,11,17688.4,310.4,14.31,4.4752,4438,0.264,2.3,30751,75649
5,2,5,0,0,0.577,6.1,0,28.11,45895.5,312.5,35.68,11.1371,4438,0.198,1.7,30739,75661
5,2,5,1,0,0.775,7.8,0,37.77,61630.9,302,49.61,14.9783,4437,-0.026,1.2,30073,76327
5,2,5,0,0,0.749,9,0,36.04,58851.1,296.7,48.28,14.3063,4438,-0.339,0.4,28970,77430
5,2,5,0,0,0.41,9.4,5,20.36,33033,310.8,26.07,8.0959,4438,0.171,0.6,29232,77168
5,2,5,0,0,0.581,10,5,28.54,46594.1,306.6,37.04,11.3262,4438,0.043,0.5,28743,77657
5,2,5,0,1,0.624,10.5,5,30.82,50514.6,302,40.73,12.2998,4437,-0.123,-0.4,29039,77361
5,2,5,0,0,0.501,10.1,1,25,40944.4,302.6,33.08,10.0074,4438,-0.269,-0.4,29719,76681
5,2,5,0,0,0.232,9.7,1,11.34,18218.9,305.4,15.07,4.6282,4438,-0.217,-1.4,30034,76366
5,2,5,0,0,0.015,8.3,1,0.5,780,260.8,0.77,0.2307,4438,-0.015,-1.1,30592,75808
5,2,5,0,0,0,7.2,0,0,0,6.1,0,0,4438,0,-1,31319,75081
5,2,5,0,0,0,6.2,0,0,0,0,0,0,4438,0,-1.1,31419,74981
5,2,5,0,0,0,5.1,0,0,0,0,0,0,4438,0,-0.6,31943,74457
5,2,5,0,0,0,4.5,0,0,0,0,0,0,4438,0,-0.5,32570,73830
5,2,5,0,0,0,4,0,0,0,0,0,0,4438,0,-0.2,33248,73152
5,2,5,0,0,0,3.8,0,0,0,0,0,0,4438,0,-0.5,33919,72481
5,2,5,0,0,0,3.3,0,0,0,0,0,0,4438,0,-0.6,33875,72525
5,2,6,0,0,0,2.7,0,0,0,0,0,0,4360,0,-0.1,34037,72363
5,2,6,0,0,0,2.6,0,0,0,0,0,0,4438,0,0.6,33525,72875
5,2,6,0,0,0,3.2,1,0,0,0,0,0,4438,0,-0.5,33143,73257
5,2,6,0,0,0,2.7,1,0,0,0,0,0,4438,0,-0.2,32246,74154
5,2,6,0,0,0,2.5,1,0,0,0,0,0,4438,0,0.6,31689,74711
5,2,6,0,0,0,3.1,0,0,0,0,0,0,,0.038,0.5,30812,75588
5,2,6,0,0,0.038,3.6,0,0.25,384.4,282,0.34,0.1029,4438,0.325,1,31511,74889
5,2,6,0,0,0.363,4.6,0,12.72,20550.1,311.9,16.38,5.1437,4438,0.265,1.6,31676,74724
5,2,6,0,0,0.628,6.2,0,30.78,50243.6,317.7,38.3,12.149,4438,0.187,1.5,31721,74679
5,2,6,0,0,0.815,7.7,0,39.47,64473.6,311.2,50.15,15.5947,4437,0.106,1.2,31292,75108
5,2,6,1,0,0.921,8.9,0,43.47,71492.7,301.2,57.73,17.3887,4438,-0.017,1.1,29317,77083
5,2,6,0,0,0.904,10,8,42.28,69808.1,296.4,57.28,16.9823,4438,-0.04,0.5,28858,77542
5,2,6,0,1,0.864,10.5,8,41.46,67958.2,290.2,56.98,16.5355,4438,-0.121,0,28977,77423
5,2,6,0,0,0.743,10.5,8,36.61,59800,299.8,48.57,14.551,4437,-0.24,-0.6,29778,76622
5,2,6,0,0,0.503,9.9,8,25.77,41961.3,302.8,33.82,10.24,4438,-0.329,-1.1,29419,76981
5,2,6,0,0,0.174,8.8,8,8.63,13658.4,307.4,11.47,3.5424,4438,-0.156,-1.1,28702,77698
5,2,6,0,0,0.018,7.7,8,0.59,829.6,257.6,0.93,0.2781,4438,-0.018,-1.1,27732,78668
5,2,6,0,0,0,6.6,9,0,0,6.5,0,0,4438,0,-0.8,26977,79423
5,2,6,0,0,0,5.8,9,0,0,0,0,0,4438,0,-0.7,27078,79322
5,2,6,0,0,0,5.1,9,0,0,0,0,0,4438,0,-0.3,27319,79081
5,2,6,0,0,0,4.8,8,0,0,0,0,0,4438,0,-0.3,27490,78910
5,2,6,0,0,0,4.5,8,0,0,0,0,0,4438,0,-0.1,27424,78976
5,2,6,0,0,0,4.4,8,0,0,0,0,0,4438,0,-0.1,26097,80303
5,2,6,0,0,0,4.3,8,0,0,0,0,0,4438,0,-0.1,26311,80089
5,2,7,0,0,0,4.2,8,0,0,0,0,0,4360,0,-0.1,27343,79057
5,2,7,0,0,0,4.1,8,0,0,0,0,0,4438,0,0.3,27876,78524
5,2,7,0,0,0,4.4,9,0,0,0,0,0,4438,0,-0.4,28327,78073
5,2,7,0,0,0,4,9,0,0,0,0,0,4438,0,-0.4,29942,76458
5,2,7,0,0,0,3.6,9,0,0,0,0,0,4438,0,-0.4,30579,75821
5,2,7,0,0,0,3.2,10,0,0,0,0,0,4438,0.028,-0.1,30662,75738
5,2,7,0,0,0.028,3.1,10,0.41,638.5,261.9,0.39,0.1162,4438,0.067,1,30368,76032
5,2,7,0,0,0.095,4.1,10,3.65,5480.9,299.7,5.35,1.605,4438,0.05,1.4,29551,76849
5,2,7,0,0,0.145,5.5,9,6.39,10075.1,300.7,8.99,2.7039,4438,0.023,0.7,29694,76706
5,2,7,0,0,0.168,6.2,9,7.89,12492.2,303.6,10.76,3.2712,4437,0.012,0.7,30992,75408
5,2,7,0,0,0.18,6.9,9,8.63,13730.5,306.5,11.62,3.5658,4438,0.232,0.7,31686,74714
5,2,7,1,0,0.412,7.6,7,20.13,32843,305.7,26.41,8.079,4438,-0.195,0.6,32489,73911
5,2,7,0,1,0.217,8.2,7,10.7,16959.1,300.6,14.36,4.3235,4438,-0.019,0.5,32840,73560
5,2,7,0,0,0.198,8.7,7,10.12,16004,300.9,13.57,4.1009,4438,-0.075,-0.2,34547,71853
5,2,7,0,0,0.123,8.5,10,5.96,9265.7,300.7,8.38,2.5201,4438,-0.076,-0.3,36628,69772
5,2,7,0,0,0.047,8.2,10,1.69,2672.4,299.6,2.48,0.7441,4438,-0.046,-0.5,37132,69268
5,2,7,0,0,0.001,7.7,10,0,0,182,0,0,4438,-0.001,-0.2,38637,67763
5,2,7,0,0,0,7.5,10,0,0,0.3,0,0,4438,0,-0.1,39529,66871
5,2,7,0,0,0,7.4,10,0,0,0,0,0,4438,0,-0.2,39851,66549
5,2,7,0,0,0,7.2,10,0,0,0,0,0,4438,0,-0.2,40040,66360
5,2,7,0,0,0,7,10,0,0,0,0,0,4438,0,0,38994,67406
5,2,7,0,0,0,7,10,0,0,0,0,0,4438,0,-0.2,37965,68435
5,2,7,0,0,0,6.8,10,0,0,0,0,0,4438,0,-0.2,36602,69798
5,2,7,0,0,0,6.6,10,0,0,0,0,0,4438,0,-0.4,35831,70569
5,2,8,0,0,0,6.2,10,0,0,0,0,0,4360,0,-0.3,35046,71354
5,2,8,0,0,0,5.9,10,0,0,0,0,0,4438,0,-0.5,36065,70335
5,2,8,0,0,0,5.4,10,0,0,0,0,0,4438,0,-0.3,35652,70748
5,2,8,0,0,0,5.1,10,0,0,0,0,0,4438,0,-0.4,35095,71305
5,2,8,0,0,0,4.7,10,0,0,0,0,0,4438,0,-0.2,35500,70900
5,2,8,0,0,0,4.5,10,0,0,0,0,0,4438,0,-0.4,34726,71674
5,2,8,0,0,0,4.1,10,0,0,158.9,0,0,4438,0.007,-0.2,35419,70981
5,2,8,0,0,0.007,3.9,10,0,0,304,0,0,4438,0.023,0.1,37379,69021
5,2,8,0,0,0.03,4,10,0.59,1009.2,312,0.82,0.2446,4438,0.011,0.3,37911,68489
5,2,8,0,0,0.041,4.3,10,1.39,2113.3,299.6,2.03,0.6066,4438,0.011,0,35934,70466
5,2,8,0,0,0.052,4.3,10,2.12,3241,299.4,3.23,0.9685,4438,0.033,0.2,35555,70845
5,2,8,1,0,0.085,4.5,10,4.24,6440.8,300.3,6.16,1.8535,4438,-0.021,0,34837,71563
5,2,8,0,1,0.064,4.5,10,2.98,4327.7,299.6,4.54,1.361,4438,-0.031,-0.3,35463,70937
5,2,8,0,0,0.033,4.2,10,0.88,1448.3,308.2,1.3,0.3884,4438,0.021,-0.2,36733,69667
5,2,8,0,0,0.054,4,10,2.3,3372.8,299.6,3.51,1.053,4438,0.001,0.2,37982,68418
5,2,8,0,0,0.055,4.2,10,2.14,3170,299.7,3.26,0.9789,4438,-0.053,0.1,38731,67669
5,2,8,0,0,0.002,4.3,10,0,0,206.8,0,0,4438,-0.002,0,39795,66605
5,2,8,0,0,0,4.3,10,0,0,2,0,0,4438,0,0.1,40293,66107
5,2,8,0,0,0,4.4,10,0,0,0,0,0,4438,0,-0.1,40727,65673
5,2,8,0,0,0,4.3,10,0,0,0,0,0,4438,0,-0.1,39099,67301
5,2,8,0,0,0,4.2,10,0,0,0,0,0,4438,0,-0.6,38165,68235
5,2,8,0,0,0,3.6,10,0,0,0,0,0,4438,0,-0.3,36825,69575
5,2,8,0,0,0,3.3,10,0,0,0,0,0,4438,0,-0.4,35447,70953
5,2,8,0,0,0,2.9,10,0,0,0,0,0,4438,0,0.1,33231,73169
5,2,9,0,0,0,3,10,0,0,0,0,0,4360,0,0.2,31255,75145
5,2,9,0,0,0,3.2,10,0,0,0,0,0,4438,0,-0.3,29647,76753
5,2,9,0,0,0,2.9,5,0,0,0,0,0,4438,0,-1.5,28517,77883
5,2,9,0,0,0,1.4,5,0,0,0,0,0,4438,0,0,26470,79930
5,2,9,0,0,0,1.4,5,0,0,0,0,0,4438,0,-0.6,25973,80427
5,2,9,0,0,0,0.8,1,0,0,0,0,0,4438,0.032,0.1,26525,79875
5,2,9,0,0,0.032,0.9,1,0.65,981.6,296.8,0.96,0.2863,4438,0.244,1.7,26342,80058
5,2,9,0,0,0.276,2.6,1,12.01,19481.9,311,15.67,4.9053,4438,-0.037,2.8,26344,80056
5,2,9,0,0,0.239,5.4,3,12.13,19588.1,309,15.92,4.9485,4437,0.032,2,25560,80840
5,2,9,0,0,0.271,7.4,3,13.35,21530.2,302.3,17.88,5.4077,4438,-0.006,1.2,24545,81855
5,2,9,0,0,0.265,8.6,3,12.93,20818.7,302.2,17.35,5.2442,4438,0.431,1.2,24498,81902
5,2,9,1,0,0.696,9.8,10,32.77,53965.9,300.9,43.8,13.1641,4438,-0.013,1.6,24334,82066
5,2,9,0,1,0.683,11.4,10,32.48,53448.4,292.6,44.78,13.0589,4438,-0.228,0.4,25599,80801
5,2,9,0,0,0.455,11.8,10,22.07,36067.3,301.5,29.49,8.8911,4437,-0.219,-0.5,26478,79922
5,2,9,0,0,0.236,11.3,10,11.09,17888.2,304.3,14.88,4.545,4438,-0.009,0.9,28201,78199
5,2,9,0,0,0.227,12.2,10,10.67,17145.7,304.6,14.31,4.3838,4438,-0.208,-0.7,29961,76439
5,2,9,0,0,0.019,11.5,10,0.47,692.7,270.1,0.73,0.2176,4438,-0.019,-0.6,31941,74459
5,2,9,0,0,0,10.9,3,0,0,10.9,0,0,4438,0,-0.7,33521,72879
5,2,9,0,0,0,10.2,3,0,0,0,0,0,4438,0,-1.7,34665,71735
5,2,9,0,0,0,8.5,3,0,0,0,0,0,4438,0,-0.9,35489,70911
5,2,9,0,0,0,7.6,6,0,0,0,0,0,4438,0,-0.5,35940,70460
5,2,9,0,0,0,7.1,6,0,0,0,0,0,4438,0,-0.7,36597,69803
5,2,9,0,0,0,6.4,6,0,0,0,0,0,4438,0,-0.1,38461,67939
5,2,9,0,0,0,6.3,6,0,0,0,0,0,4438,0,-0.6,39753,66647
5,2,10,0,0,0,5.7,6,0,0,0,0,0,4361,0,0.2,40712,65688
5,2,10,0,0,0,5.9,6,0,0,0,0,0,4438,0,-0.3,40317,66083
5,2,10,0,0,0,5.6,10,0,0,0,0,0,4438,0,-0.2,40304,66096
5,2,10,0,0,0,5.4,10,0,0,0,0,0,4438,0,-0.4,40514,65886
5,2,10,0,0,0,5,10,0,0,0,0,0,4438,0,-0.9,41231,65169
5,2,10,0,0,0,4.1,10,0,0,0,0,0,4438,0.037,-0.4,41489,64911
5,2,10,0,0,0.037,3.7,10,0.51,747.8,283.3,0.78,0.235,4438,0.256,1.1,42635,63765
5,2,10,0,0,0.293,4.8,10,11.03,17956.7,309.9,14.6,4.5559,4438,0.247,3.2,43590,62810
5,2,10,0,0,0.54,8,1,25.8,42434.1,306.1,33.87,10.3435,4437,0.173,3.4,44527,61873
5,2,10,0,0,0.713,11.4,1,33.32,54969.9,294.9,45.38,13.3708,4438,0.094,2.6,42624,63776
5,2,10,1,0,0.807,14,1,37.3,61723.9,288.9,52.11,15.0519,4438,-0.279,0.3,40826,65574
5,2,10,0,0,0.528,14.3,9,25.65,41939.7,298.6,34.56,10.3028,4438,-0.25,-1,39692,66708
5,2,10,0,1,0.278,13.3,9,13.79,22094.4,301.9,18.32,5.5346,4438,-0.151,-0.5,39252,67148
5,2,10,0,0,0.127,12.8,10,5.82,8917.7,300.3,8.12,2.4418,4437,-0.054,-0.7,39411,66989
5,2,10,0,0,0.073,12.1,10,3.17,4378.9,299.7,4.52,1.3542,4438,-0.045,-1.2,40446,65954
5,2,10,0,0,0.028,10.9,10,0.6,616.5,302.8,0.48,0.1442,4438,-0.027,-1.3,40688,65712
5,2,10,0,0,0.001,9.6,10,0,0,192.5,0,0,4438,-0.001,-1.1,41220,65180
5,2,10,0,0,0,8.5,10,0,0,1.7,0,0,4438,0,-1.2,41638,64762
5,2,10,0,0,0,7.3,10,0,0,0,0,0,4438,0,-0.8,41709,64691
5,2,10,0,0,0,6.5,10,0,0,0,0,0,4439,0,-0.8,40999,65401
5,2,10,0,0,0,5.7,10,0,0,0,0,0,4438,0,-0.6,39140,67260
5,2,10,0,0,0,5.1,10,0,0,0,0,0,4438,0,-0.5,38888,67512
5,2,10,0,0,0,4.6,10,0,0,0,0,0,4438,0,-0.3,39771,66629
5,2,10,0,0,0,4.3,10,0,0,0,0,0,4438,0,-0.3,41400,65000
5,2,11,0,0,0,4,10,0,0,0,0,0,4362,0,-0.1,42218,64182
5,2,11,0,0,0,3.9,10,0,0,0,0,0,4438,0,-0.4,42291,64109
5,2,11,0,0,0,3.5,10,0,0,0,0,0,4438,0,-0.8,42995,63405
5,2,11,0,0,0,2.7,10,0,0,0,0,0,4438,0,-0.4,43393,63007
5,2,11,0,0,0,2.3,10,0,0,0,0,0,4438,0,-0.3,44316,62084
5,2,11,0,0,0,2,10,0,0,0,0,0,4438,0.033,-0.4,44661,61739
5,2,11,0,0,0.033,1.6,10,0.63,880.3,286.3,0.93,0.2789,4438,0.122,0.9,44288,62112
5,2,11,0,0,0.155,2.5,10,6.35,9960.1,304.1,8.73,2.6748,4438,0.244,1.7,43522,62878
5,2,11,0,0,0.399,4.2,10,19.39,31704.1,314.8,24.57,7.7848,4438,0.217,1.5,42993,63407
5,2,11,0,0,0.616,5.7,10,30.01,49272.4,305.6,39.24,12.0002,4438,-0.067,0.8,40431,65969
5,2,11,0,0,0.549,6.5,10,26.04,42734,305.1,34.57,10.4671,4438,0.434,2.1,39639,66761
5,2,11,1,0,0.983,8.6,9,44.24,72848.3,288.2,61.64,17.7651,4437,-0.072,0.5,38120,68280
5,2,11,0,1,0.911,9.1,9,42.11,69407.9,288.6,58.67,16.93,4438,-0.46,0.7,36027,70373
5,2,11,0,0,0.451,9.8,9,22.19,36324,295.7,30.61,8.971,4438,-0.355,-1.2,34993,71407
5,2,11,0,0,0.096,8.6,10,4.38,6656.3,299.8,6.4,1.9191,4438,-0.074,-0.4,34498,71902
5,2,11,0,0,0.022,8.2,10,0.24,481.6,304.3,0.3,0.09,4438,-0.021,-0.7,32487,73913
5,2,11,0,0,0.001,7.5,10,0,0,172.1,0,0,4438,-0.001,-0.7,31815,74585
5,2,11,0,0,0,6.8,10,0,0,2.2,0,0,4438,0,-0.7,31463,74937
5,2,11,0,0,0,6.1,10,0,0,0,0,0,4438,0,-0.7,30386,76014
5,2,11,0,0,0,5.4,10,0,0,0,0,0,4438,0,-0.6,30431,75969
5,2,11,0,0,0,4.8,10,0,0,0,0,0,4438,0,-0.4,30817,75583
5,2,11,0,0,0,4.4,10,0,0,0,0,0,4438,0,-0.7,30464,75936
5,2,11,0,0,0,3.7,10,0,0,0,0,0,4438,0,-0.9,30085,76315
5,2,11,0,0,0,2.8,10,0,0,0,0,0,4438,0,-0.7,30403,75997
5,2,12,0,0,0,2.1,10,0,0,0,0,0,4359,0,-0.7,31097,75303
5,2,12,0,0,0,1.4,10,0,0,0,0,0,4438,0,-0.3,31398,75002
5,2,12,0,0,0,1.1,2,0,0,0,0,0,4438,0,-0.5,30975,75425
5,2,12,0,0,0,0.6,2,0,0,0,0,0,4438,0,-0.4,31356,75044
5,2,12,0,0,0,0.2,2,0,0,0,0,0,4438,0,-0.3,30970,75430
5,2,12,0,0,0,-0.1,0,0,0,10.5,0,0,4438,0.059,0.2,31916,74484
5,2,12,0,0,0.059,0.1,0,0.41,598.8,316,0.55,0.1634,4438,0.33,1.8,34022,72378
5,2,12,0,0,0.389,1.9,0,15.11,24509.9,314.9,19.19,6.0758,4438,0.254,2.5,36047,70353
5,2,12,0,0,0.643,4.4,0,31.98,52709.4,314.1,40.68,12.7741,4437,0.191,1.4,36957,69443
5,2,12,0,0,0.834,5.8,0,40.18,66432,306.8,52.64,16.1326,4438,0.102,1.1,37220,69180
5,2,12,0,0,0.936,6.9,0,43.98,72847.9,301.1,58.93,17.7411,4438,0.02,1.1,37036,69364
5,2,12,1,0,0.956,8,3,44.26,72986.5,292.4,60.91,17.7994,4438,-0.098,0.5,38503,67897
5,2,12,0,1,0.858,8.5,3,40.67,66928.7,293.7,55.66,16.3261,4437,-0.287,0.4,40790,65610
5,2,12,0,0,0.571,8.9,3,27.81,45631.6,300.9,37.07,11.1578,4438,-0.37,-0.5,43590,62810
5,2,12,0,0,0.201,8.4,10,9.81,15676,304.7,13.18,4.0255,4438,-0.114,-0.6,46951,59449
5,2,12,0,0,0.087,7.8,10,3.87,5857.8,299.7,5.74,1.7195,4438,-0.072,-0.8,48717,57683
5,2,12,0,0,0.015,7,10,0.29,464.5,259.5,0.39,0.1162,4438,-0.015,-0.8,50852,55548
5,2,12,0,0,0,6.2,10,0,0,9.4,0,0,4438,0,-0.3,51951,54449
5,2,12,0,0,0,5.9,10,0,0,0,0,0,4438,0,-0.5,53216,53184
5,2,12,0,0,0,5.4,10,0,0,0,0,0,4438,0,-0.5,53285,53115
5,2,12,0,0,0,4.9,10,0,0,0,0,0,4438,0,-0.3,51626,54774
5,2,12,0,0,0,4.6,10,0,0,0,0,0,4438,0,-0.5,48416,57984
5,2,12,0,0,0,4.1,10,0,0,0,0,0,4438,0,0,46462,59938
5,2,12,0,0,0,4.1,10,0,0,0,0,0,4438,0,0,45204,61196
5,2,13,0,0,0,4.1,10,0,0,0,0,0,4361,0,0.1,44937,61463
5,2,13,0,0,0,4.2,10,0,0,0,0,0,4438,0,-0.4,44171,62229
5,2,13,0,0,0,3.8,10,0,0,0,0,0,4438,0,-1.1,41863,64537
5,2,13,0,0,0,2.7,10,0,0,0,0,0,4438,0,-0.4,39259,67141
5,2,13,0,0,0,2.3,10,0,0,0,0,0,4438,0,-0.3,38167,68233
5,2,13,0,0,0,2,9,0,0,10.9,0,0,4438,0.024,-0.2,36502,69898
5,2,13,0,0,0.024,1.8,9,0.12,344.2,304.2,0.1,0.0313,4438,0.123,0.4,35134,71266
5,2,13,0,0,0.147,2.2,9,6.11,9531.1,305.5,8.34,2.5705,4438,0.336,1.2,33624,72776
5,2,13,0,0,0.483,3.4,10,23.48,38556,316.1,29.69,9.3875,4438,0.006,1.5,32206,74194
5,2,13,0,0,0.489,4.9,10,24.3,39683.2,313.4,30.85,9.6678,4438,0.26,1.1,30851,75549
5,2,13,1,0,0.749,6,10,35.27,58106.5,306.8,46.3,14.1305,4437,-0.277,2,31528,74872
5,2,13,0,0,0.472,8,10,23.43,38227.2,299.4,31.44,9.3728,4438,-0.105,0.3,32144,74256
5,2,13,0,1,0.367,8.3,10,18.52,29995.8,302.4,24.43,7.386,4438,-0.07,0.5,32544,73856
5,2,13,0,0,0.297,8.8,10,15.18,24451.1,304.4,20.06,6.096,4438,-0.004,-0.1,32772,73628
5,2,13,0,0,0.293,8.7,10,14.69,23706.9,309.8,19.01,5.9003,4437,-0.089,-0.2,32860,73540
5,2,13,0,0,0.204,8.5,10,9.73,15509.1,306.8,12.89,3.9752,4438,-0.178,-1.1,34449,71951
5,2,13,0,0,0.026,7.4,10,0.82,1254.6,281.9,1.23,0.3687,4438,-0.026,-1.3,33400,73000
5,2,13,0,0,0,6.1,1,0,0,19.6,0,0,4438,0,-1,33799,72601
5,2,13,0,0,0,5.1,1,0,0,0,0,0,4438,0,-1.1,34930,71470
5,2,13,0,0,0,4,1,0,0,0,0,0,4438,0,-0.1,34451,71949
5,2,13,0,0,0,3.9,0,0,0,0,0,0,4438,0,-0.2,34645,71755
5,2,13,0,0,0,3.7,0,0,0,0,0,0,4438,0,-0.7,34719,71681
5,2,13,0,0,0,3,0,0,0,0,0,0,4438,0,-0.1,33787,72613
5,2,13,0,0,0,2.9,0,0,0,0,0,0,4438,0,-2.9,32715,73685
5,3,2,0,0,0,2.3,10,0,0,0,0,0,4356,0,-0.4,30872,75528
5,3,2,0,0,0,1.9,10,0,0,0,0,0,4438,0,-0.8,31331,75069
5,3,2,0,0,0,1.1,4,0,0,0,0,0,4438,0,-0.6,32172,74228
5,3,2,0,0,0,0.5,4,0,0,0,0,0,4438,0,-0.6,31612,74788
5,3,2,0,0,0,-0.1,4,0,0,0,0,0,4438,0.001,-0.4,31846,74554
5,3,2,0,0,0.001,-0.5,0,0,0,113.9,0,0,4438,0.143,0.4,31649,74751
5,3,2,0,0,0.144,-0.1,0,3.05,4416.6,323.5,3.76,1.1604,4438,0.284,2.2,32325,74075
5,3,2,0,0,0.428,2.1,0,20.35,32840.2,315,25.52,8.0305,4438,0.173,2.6,32458,73942
5,3,2,0,0,0.601,4.7,1,29.27,47610.4,306.5,37.79,11.5652,4437,0.159,2.4,30992,75408
5,3,2,0,0,0.76,7.1,1,35.83,58539.9,299.4,47.49,14.2149,4438,0.078,1.7,29733,76667
5,3,2,0,0,0.838,8.8,1,39.15,63944.3,289.6,53.81,15.582,4438,-0.018,2.3,30355,76045
5,3,2,0,1,0.82,11.1,1,38.6,62721.9,289.3,52.86,15.292,4437,-0.17,0,31839,74561
5,3,2,0,0,0.65,11.1,1,31.41,51225.3,299,41.77,12.4854,4438,-0.235,-0.4,33998,72402
