year,mouth,day,peak_AM,peak_PM,Insolation,Temperature,Cloud_cover,Insolation_2,Exp_Insolation,Seek_number1,Seek_number2,EGC,Cell_number,Insolation_difference,Temperature_difference,WhitePixels,BlackPixels
5,1,22,0,0,0.717,9.3,6,36.13,58844.1,302,47.41,14.3184,4437,-0.203,-0.1,25922,80478
5,1,22,0,0,0.514,9.2,0,26.53,43162.8,304.4,34.6,10.5197,4438,-0.268,-0.8,25780,80620
5,1,22,0,0,0.246,8.4,0,11.62,18556.9,307.2,15.15,4.6949,4438,-0.241,-1.7,25654,80746
5,1,22,0,0,0.005,6.7,0,0.03,105.7,201.4,0.02,0.0057,4438,-0.005,-1.2,26402,79998
5,1,22,0,0,0,5.5,0,0,0,0,0,0,4438,0,-0.9,27579,78821
5,1,22,0,0,0,4.6,0,0,0,0,0,0,4438,0,-0.7,28283,78117
5,1,22,0,0,0,3.9,0,0,0,0,0,0,4438,0,-0.4,29335,77065
5,1,22,0,0,0,3.5,0,0,0,0,0,0,4438,0,-0.2,29558,76842
5,1,22,0,0,0,3.3,0,0,0,0,0,0,4438,0,-0.3,31029,75371
5,1,22,0,0,0,3,0,0,0,0,0,0,4438,0,-0.4,31405,74995
5,1,22,0,0,0,2.6,0,0,0,0,0,0,4438,0,-0.2,32129,74271
5,1,23,0,0,0,2.4,0,0,0,0,0,0,4361,0,-0.1,32003,74397
5,1,23,0,0,0,2.3,0,0,0,0,0,0,4438,0,-0.1,32757,73643
5,1,23,0,0,0,2.2,8,0,0,0,0,0,4438,0,0.2,33585,72815
5,1,23,0,0,0,2.4,8,0,0,0,0,0,4438,0,0.2,36082,70318
5,1,23,0,0,0,2.6,8,0,0,0,0,0,4438,0,-0.1,38712,67688
5,1,23,0,0,0,2.5,10,0,0,0,0,0,4438,0.001,-0.2,40570,65830
5,1,23,0,0,0.001,2.3,10,0,0,124.4,0,0,4438,0.028,-0.2,40919,65481
5,1,23,0,0,0.029,2.1,10,0.49,845.7,309.5,0.72,0.2156,4438,0.034,0.3,41617,64783
5,1,23,0,0,0.063,2.4,10,2.5,3517.3,299.8,3.91,1.1722,4438,0.01,0.6,42793,63607
5,1,23,0,0,0.073,3,10,3.15,4655.9,299.6,4.76,1.4274,4438,-0.001,-0.2,42076,64324
5,1,23,0,0,0.072,2.8,10,3.21,4755.7,299.7,4.85,1.4552,4438,0.015,0.5,41288,65112
5,1,23,1,0,0.087,3.3,10,4.02,6118.6,299.7,5.89,1.7643,4438,0.051,0.8,41129,65271
5,1,23,0,1,0.138,4.1,10,6.64,10411.2,301.7,9.16,2.7671,4438,-0.033,0.8,41183,65217
5,1,23,0,0,0.105,4.9,10,4.89,7514,299.7,7.04,2.1112,4437,-0.049,0.2,40921,65479
5,1,23,0,0,0.056,5.1,10,2.17,3400.6,300.1,3.07,0.9193,4438,-0.041,-0.7,40994,65406
5,1,23,0,0,0.015,4.4,10,0,128.8,312.8,0,0,4438,-0.015,-0.8,39731,66669
5,1,23,0,0,0,3.6,10,0,0,124.4,0,0,4438,0,-0.5,38695,67705
5,1,23,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.5,37967,68433
5,1,23,0,0,0,2.6,10,0,0,0,0,0,4438,0,-0.9,37349,69051
5,1,23,0,0,0,1.7,10,0,0,0,0,0,4438,0,-0.1,37224,69176
5,1,23,0,0,0,1.6,10,0,0,0,0,0,4439,0,0,36835,69565
5,1,23,0,0,0,1.6,10,0,0,0,0,0,4438,0,0,36727,69673
5,1,23,0,0,0,1.6,10,0,0,0,0,0,4438,0,0.1,36352,70048
5,1,23,0,0,0,1.7,10,0,0,0,0,0,4438,0,0.2,36953,69447
5,1,24,0,0,0,1.9,10,0,0,0,0,0,4362,0,0,36596,69804
5,1,24,0,0,0,1.9,10,0,0,0,0,0,4438,0,0.3,36296,70104
5,1,24,0,0,0,2.2,10,0,0,0,0,0,4438,0,-0.3,36048,70352
5,1,24,0,0,0,1.9,10,0,0,0,0,0,4438,0,-0.6,35358,71042
5,1,24,0,0,0,1.3,10,0,0,0,0,0,4438,0,-0.4,35121,71279
5,1,24,0,0,0,0.9,8,0,0,0,0,0,4438,0.012,-0.2,35359,71041
5,1,24,0,0,0.012,0.7,8,0.09,235.1,235.6,0.07,0.0202,4438,0.249,0.3,35077,71323
5,1,24,0,0,0.261,1,8,8.41,13430.5,309.7,11.09,3.483,4438,0.245,1.9,34922,71478
5,1,24,0,0,0.506,2.9,3,23.8,38887.1,315.8,30.03,9.4636,4437,0.104,1.7,33650,72750
5,1,24,0,0,0.61,4.6,3,30.13,49028.4,305.3,39.02,11.9119,4438,0.022,2.4,31259,75141
5,1,24,0,0,0.632,7,3,31.04,50456.4,295.9,41.56,12.289,4438,0.148,1.7,29457,76943
5,1,24,1,0,0.78,8.7,10,37.52,61020.1,294.7,50.46,14.8509,4438,-0.065,1.4,29744,76656
5,1,24,0,1,0.715,10.1,10,35.13,56976.6,289.2,48.03,13.887,4437,-0.24,1,30457,75943
5,1,24,0,0,0.475,11.1,10,23.58,38059,295.8,31.67,9.3346,4438,-0.192,0.3,31165,75235
5,1,24,0,0,0.283,11.4,10,14.58,23258,299,19.41,5.8164,4438,-0.202,-2.7,32238,74162
5,1,24,0,0,0.081,8.7,10,3.37,4622.1,300.1,4.37,1.3119,4438,-0.076,-0.8,33614,72786
5,1,24,0,0,0.005,7.9,10,0.15,58.6,201.7,0,0,4438,-0.005,-0.7,33987,72413
5,1,24,0,0,0,7.2,10,0,0,0,0,0,4438,0,-0.6,34858,71542
5,1,24,0,0,0,6.6,10,0,0,0,0,0,4438,0,-0.4,35547,70853
5,1,24,0,0,0,6.2,10,0,0,0,0,0,4438,0,-1,35887,70513
5,1,24,0,0,0,5.2,10,0,0,0,0,0,4438,0,-0.5,35762,70638
5,1,24,0,0,0,4.7,10,0,0,0,0,0,4438,0,-0.5,35018,71382
5,1,24,0,0,0,4.2,10,0,0,0,0,0,4438,0,-0.4,33751,72649
5,1,24,0,0,0,3.8,10,0,0,0,0,0,4438,0,-0.5,31629,74771
5,1,25,0,0,0,3.3,10,0,0,0,0,0,4357,0,0.8,31263,75137
5,1,25,0,0,0,4.1,10,0,0,0,0,0,4438,0,2.1,30537,75863
5,1,25,0,0,0,6.2,0,0,0,0,0,0,4439,0,0.1,29776,76624
5,1,25,0,0,0,6.3,0,0,0,0,0,0,4438,0,-0.4,27516,78884
5,1,25,0,0,0,5.9,0,0,0,0,0,0,4438,0,-0.3,27046,79354
5,1,25,0,0,0,5.6,0,0,0,0,0,0,4438,0.01,-0.2,27027,79373
5,1,25,0,0,0.01,5.4,0,0,0,240.7,0,0,4438,0.307,0.7,27563,78837
5,1,25,0,0,0.317,6.1,0,8.94,14487.8,309.2,11.74,3.6567,4437,0.252,1.4,28315,78085
5,1,25,0,0,0.569,7.5,0,26.59,43544.8,310.7,34.12,10.5756,4438,0.182,1.8,28742,77658
5,1,25,0,0,0.751,9.3,0,36.31,59583.8,301.7,47.99,14.4773,4438,0.109,1.4,28842,77558
5,1,25,0,0,0.86,10.7,0,40.58,66643.9,300.2,53.98,16.2082,4438,0.017,0.9,28277,78123
5,1,25,1,0,0.877,11.6,3,41.26,67820,291.1,56.79,16.5282,4437,-0.143,0.1,29381,77019
5,1,25,0,1,0.734,11.7,3,36.07,58520.4,298.7,47.69,14.242,4438,-0.141,0,30682,75718
5,1,25,0,0,0.593,11.7,3,29.61,48102,301.6,38.93,11.7348,4438,-0.341,-0.7,32996,73404
5,1,25,0,0,0.252,11,10,12.47,19986.2,302.8,16.61,5.0375,4438,-0.188,-1.1,34172,72228
5,1,25,0,0,0.064,9.9,10,2.68,3828.7,303.1,3.54,1.063,4438,-0.061,-0.9,35134,71266
5,1,25,0,0,0.003,9,10,0,0,172.8,0,0,4438,-0.003,-0.6,36136,70264
5,1,25,0,0,0,8.4,10,0,0,0,0,0,4438,0,-0.5,37358,69042
5,1,25,0,0,0,7.9,10,0,0,0,0,0,4438,0,-0.5,38580,67820
5,1,25,0,0,0,7.4,10,0,0,0,0,0,4438,0,-0.4,40006,66394
5,1,25,0,0,0,7,10,0,0,0,0,0,4438,0,-0.2,40421,65979
5,1,25,0,0,0,6.8,10,0,0,0,0,0,4438,0,-0.1,42292,64108
5,1,25,0,0,0,6.7,10,0,0,0,0,0,4438,0,-0.4,43272,63128
5,1,25,0,0,0,6.3,10,0,0,0,0,0,4438,0,-1.7,44212,62188
5,1,26,0,0,0,4.6,10,0,0,0,0,0,4361,0,-1,43843,62557
5,1,26,0,0,0,3.6,10,0,0,0,0,0,4438,0,-0.3,43006,63394
5,1,26,0,0,0,3.3,10,0,0,0,0,0,4438,0,-0.9,41903,64497
5,1,26,0,0,0,2.4,10,0,0,0,0,0,4438,0,-0.2,41944,64456
5,1,26,0,0,0,2.2,10,0,0,0,0,0,4438,0,0,41587,64813
5,1,26,0,0,0,2.2,10,0,0,0,0,0,4438,0,-0.1,42327,64073
5,1,26,0,0,0,2.1,10,0,0,93.8,0,0,4438,0.012,-0.1,41962,64438
5,1,26,0,0,0.012,2,10,0.01,34.9,314,0,0,4438,0.04,0.5,41317,65083
5,1,26,0,0,0.052,2.5,10,1.98,2879.4,299.7,3.04,0.9096,4438,0.028,0.5,39891,66509
5,1,26,0,0,0.08,3,10,3.56,5347.6,300.1,5.32,1.5968,4438,0.014,0.2,37848,68552
5,1,26,1,0,0.094,3.2,10,4.31,6364.4,302.8,5.98,1.8377,4438,-0.007,0.5,34437,71963
5,1,26,0,0,0.087,3.7,10,3.96,5767.9,300,5.64,1.692,4438,0.127,0.6,32915,73485
5,1,26,0,0,0.214,4.3,10,10.33,16336.5,308.7,13.39,4.1673,4437,0.206,1.3,32050,74350
5,1,26,0,1,0.42,5.6,10,20.37,32909.8,309.9,25.95,8.0753,4438,-0.103,0.8,31114,75286
5,1,26,0,0,0.317,6.4,8,15.21,24381.3,307.6,19.67,6.066,4438,-0.247,-0.5,30869,75531
5,1,26,0,0,0.07,5.9,8,3.17,4526.5,299.6,4.45,1.3348,4438,-0.066,-0.8,29696,76704
5,1,26,0,0,0.004,5.1,8,0.01,0,215.6,0,0,4438,-0.004,-0.8,28742,77658
5,1,26,0,0,0,4.3,2,0,0,0,0,0,4438,0,-0.2,28409,77991
5,1,26,0,0,0,4.1,2,0,0,0,0,0,4438,0,-0.4,27445,78955
5,1,26,0,0,0,3.7,2,0,0,0,0,0,4438,0,-0.2,27146,79254
5,1,26,0,0,0,3.5,0,0,0,0,0,0,4438,0,-0.6,27016,79384
5,1,26,0,0,0,2.9,0,0,0,0,0,0,4438,0,-0.7,27283,79117
5,1,26,0,0,0,2.2,0,0,0,0,0,0,4438,0,-0.3,28354,78046
5,1,26,0,0,0,1.9,0,0,0,0,0,0,4438,0,-0.2,29259,77141
5,1,27,0,0,0,1.7,0,0,0,0,0,0,4361,0,-0.4,30647,75753
5,1,27,0,0,0,1.3,0,0,0,0,0,0,4438,0,-0.8,31660,74740
5,1,27,0,0,0,0.5,2,0,0,0,0,0,4438,0,0.4,32659,73741
5,1,27,0,0,0,0.9,2,0,0,0,0,0,4438,0,-0.1,33782,72618
5,1,27,0,0,0,0.8,2,0,0,0,0,0,4438,0,-0.1,33531,72869
5,1,27,0,0,0,0.7,8,0,0,0,0,0,4438,0.012,-0.6,34598,71802
5,1,27,0,0,0.012,0.1,8,0.01,106.4,246.2,0,0,4438,0.257,1.1,35480,70920
5,1,27,0,0,0.269,1.2,8,8.24,13178.1,308.1,10.87,3.4052,4437,0.17,2.2,34967,71433
5,1,27,0,0,0.439,3.4,8,20.32,33244.9,312.1,26.08,8.1455,4438,0.139,2.6,35861,70539
5,1,27,1,0,0.578,6,8,28.1,45968.9,303.4,36.94,11.2079,4438,-0.209,1.3,34487,71913
5,1,27,0,0,0.369,7.3,8,18.2,29480.9,304,23.89,7.2845,4438,-0.124,0.9,32689,73711
5,1,27,0,0,0.245,8.2,10,12.22,19572.7,301.6,16.36,4.9376,4438,0.085,0.4,32317,74083
5,1,27,0,1,0.33,8.6,10,16.66,26772.5,307.7,21.47,6.6222,4437,-0.003,0.4,34154,72246
5,1,27,0,0,0.327,9,10,16.3,26148.1,304.9,21.1,6.4922,4438,-0.173,-0.6,36077,70323
5,1,27,0,0,0.154,8.4,10,7.11,11122,301.9,9.75,2.9477,4438,0.08,1,36527,69873
5,1,27,0,0,0.234,9.4,10,10.96,17460.5,308,14.31,4.4415,4438,-0.228,-0.9,37842,68558
5,1,27,0,0,0.006,8.5,10,0.15,137.1,204.1,0.12,0.0346,4438,-0.006,-0.8,38807,67593
5,1,27,0,0,0,7.7,10,0,0,0,0,0,4438,0,-0.1,40737,65663
5,1,27,0,0,0,7.6,10,0,0,0,0,0,4438,0,-0.7,42001,64399
5,1,27,0,0,0,6.9,10,0,0,0,0,0,4438,0,-1.3,42783,63617
5,1,27,0,0,0,5.6,9,0,0,0,0,0,4438,0,-0.7,42716,63684
5,1,27,0,0,0,4.9,9,0,0,0,0,0,4438,0,-0.7,41836,64564
5,1,27,0,0,0,4.2,9,0,0,0,0,0,4438,0,-1.1,42685,63715
5,1,27,0,0,0,3.1,9,0,0,0,0,0,4438,0,-0.2,43251,63149
5,1,28,0,0,0,2.9,9,0,0,0,0,0,4360,0,-0.7,44278,62122
5,1,28,0,0,0,2.2,9,0,0,0,0,0,4438,0,-0.4,45282,61118
5,1,28,0,0,0,1.8,0,0,0,0,0,0,4438,0,-0.6,44615,61785
5,1,28,0,0,0,1.2,0,0,0,0,0,0,4438,0,-0.7,45488,60912
5,1,28,0,0,0,0.5,0,0,0,0,0,0,4438,0,-0.3,46061,60339
5,1,28,0,0,0,0.2,1,0,0,0,0,0,4439,0.013,0.3,45516,60884
5,1,28,0,0,0.013,0.5,1,0.05,133.9,239.1,0.03,0.0093,4438,0.203,1.2,45811,60589
5,1,28,0,0,0.216,1.7,1,8.08,12841,310.3,10.48,3.3514,4437,0.293,3.6,46441,59959
5,1,28,0,0,0.509,5.3,8,23.97,39338.5,314.3,30.5,9.5827,4438,0.174,2.5,46361,60039
5,1,28,1,0,0.683,7.8,8,32.99,54239.2,304.1,43.34,13.1748,4438,-0.134,1.2,44707,61693
5,1,28,0,0,0.549,9,8,26.91,43958.8,301.9,35.57,10.7387,4438,0.097,0.7,42317,64083
5,1,28,0,0,0.646,9.7,10,31.2,50822.2,301.4,41.11,12.3875,4437,-0.053,0.5,41278,65122
5,1,28,0,1,0.593,10.2,10,28.63,46611.5,301.5,37.74,11.374,4438,-0.052,0.9,41860,64540
5,1,28,0,0,0.541,11.1,10,26.66,43410.2,301.4,35.18,10.6034,4438,-0.177,-0.2,42845,63555
5,1,28,0,0,0.364,10.9,10,18.14,29381,302.1,24.04,7.264,4438,-0.233,-0.3,43292,63108
5,1,28,0,0,0.131,10.6,10,6.13,9312.8,300.4,8.18,2.4642,4438,-0.121,-1.2,44917,61483
5,1,28,0,0,0.01,9.4,10,0.12,73.7,217.9,0,0,4437,-0.01,-1,47115,59285
5,1,28,0,0,0,8.4,10,0,0,0,0,0,4439,0,-0.9,47473,58927
5,1,28,0,0,0,7.5,10,0,0,0,0,0,4438,0,-0.9,48128,58272
5,1,28,0,0,0,6.6,10,0,0,0,0,0,4438,0,-1.5,48151,58249
5,1,28,0,0,0,5.1,8,0,0,0,0,0,4438,0,-0.5,47245,59155
5,1,28,0,0,0,4.6,8,0,0,0,0,0,4438,0,-0.4,46980,59420
5,1,28,0,0,0,4.2,8,0,0,0,0,0,4438,0,0.5,45597,60803
5,1,28,0,0,0,4.7,8,0,0,0,0,0,4438,0,0.1,44479,61921
5,1,29,0,0,0,4.8,8,0,0,0,0,0,4361,0,-0.4,42960,63440
5,1,29,0,0,0,4.4,8,0,0,0,0,0,4438,0,-0.5,42149,64251
5,1,29,0,0,0,3.9,8,0,0,0,0,0,4438,0,-0.5,41342,65058
5,1,29,0,0,0,3.4,8,0,0,0,0,0,4438,0,-0.2,40995,65405
5,1,29,0,0,0,3.2,8,0,0,0,0,0,4438,0,-0.1,40197,66203
5,1,29,0,0,0,3.1,9,0,0,0,0,0,4438,0.011,0.5,40350,66050
5,1,29,0,0,0.011,3.6,9,0,59.4,228.3,0,0,4438,0.07,0.4,40270,66130
5,1,29,0,0,0.081,4,9,2.75,4349.3,300.5,4.08,1.2324,4438,0.041,1.4,40396,66004
5,1,29,0,0,0.122,5.4,10,5.26,8171.7,300.9,7.48,2.2593,4438,0.01,1.1,40470,65930
5,1,29,0,0,0.132,6.5,10,5.92,9247.2,302.3,8.22,2.5067,4438,0.126,1.2,38716,67684
5,1,29,1,0,0.258,7.7,10,12.32,19872.7,305.6,16.31,5.0015,4438,-0.148,0.9,37619,68781
5,1,29,0,0,0.11,8.6,10,5.31,8213,300,7.6,2.2824,4438,-0.035,0.3,37942,68458
5,1,29,0,0,0.075,8.9,10,3.23,4779.7,299.6,4.87,1.4585,4438,0.119,1,39182,67218
5,1,29,0,0,0.194,9.9,10,9.34,14845.1,301.9,12.61,3.8164,4437,0.054,1,40868,65532
5,1,29,0,1,0.248,10.9,4,12.32,19700.1,299.8,16.5,4.9591,4438,-0.171,0.1,41770,64630
5,1,29,0,0,0.077,11,4,3.63,5295.1,300.1,4.52,1.3611,4438,-0.077,-1.4,42657,63743
5,1,29,0,0,0,9.6,4,0.15,0,166,0,0,4438,0,-1.5,41748,64652
5,1,29,0,0,0,8.1,10,0,0,0,0,0,4438,0,-0.5,41398,65002
5,1,29,0,0,0,7.6,10,0,0,0,0,0,4438,0,0.1,40750,65650
5,1,29,0,0,0,7.7,10,0,0,0,0,0,4438,0,0.1,40728,65672
5,1,29,0,0,0,7.8,10,0,0,0,0,0,4438,0,-0.5,40400,66000
5,1,29,0,0,0,7.3,10,0,0,0,0,0,4438,0,-1.1,39404,66996
5,1,29,0,0,0,6.2,10,0,0,0,0,0,4438,0,-0.3,38725,67675
5,1,29,0,0,0,5.9,10,0,0,0,0,0,4438,0,-0.4,38323,68077
5,1,30,0,0,0,5.5,10,0,0,0,0,0,4362,0,-0.5,39335,67065
5,1,30,0,0,0,5,10,0,0,0,0,0,4438,0,0.4,40118,66282
5,1,30,0,0,0,5.4,3,0,0,0,0,0,4438,0,1.9,40562,65838
5,1,30,0,0,0,7.3,3,0,0,0,0,0,4438,0,0,41939,64461
5,1,30,0,0,0,7.3,3,0,0,0,0,0,4438,0,0.1,43421,62979
5,1,30,0,0,0,7.4,1,0,0,0,0,0,4438,0.014,-0.5,45503,60897
5,1,30,0,0,0.014,6.9,1,0,30.5,252.5,0,0,4438,0.334,0,47584,58816
5,1,30,0,0,0.348,6.9,1,10.43,16859.5,306.5,13.7,4.2335,4438,0.248,0.1,48941,57459
5,1,30,0,0,0.596,7,1,28.62,46866.5,314.3,36.13,11.355,4438,0.188,0,49512,56888
5,1,30,0,0,0.784,7,1,38.62,63060.2,310.8,49.14,15.2571,4438,0.112,1.6,48081,58319
5,1,30,0,0,0.896,8.6,1,42.95,70145.6,301.2,56.63,17.0541,4437,0.032,0.7,45261,61139
5,1,30,1,0,0.928,9.3,2,44.17,72321.2,300.8,58.45,17.5849,4438,-0.051,0.4,43367,63033
5,1,30,0,1,0.877,9.7,2,42.34,69454.7,301.4,56.12,16.9136,4438,-0.137,-0.6,42203,64197
5,1,30,0,0,0.74,9.1,2,36.79,60371.1,302.2,48.65,14.7003,4438,-0.211,0,42255,64145
5,1,30,0,0,0.529,9.1,1,26.81,43848.7,304.5,35.19,10.6997,4438,-0.301,-0.6,43014,63386
5,1,30,0,0,0.228,8.5,1,11.46,18394.6,309,14.95,4.6586,4437,-0.221,-1.4,44070,62330
5,1,30,0,0,0.007,7.1,1,0.16,255.8,216,0.26,0.0779,4438,-0.007,-0.8,44617,61783
5,1,30,0,0,0,6.3,10,0,0,0.1,0,0,4438,0,-1.3,46521,59879
5,1,30,0,0,0,5,10,0,0,0,0,0,4438,0,-0.9,48003,58397
5,1,30,0,0,0,4.1,10,0,0,0,0,0,4438,0,-0.3,49593,56807
5,1,30,0,0,0,3.8,10,0,0,0,0,0,4438,0,0.1,50479,55921
5,1,30,0,0,0,3.9,10,0,0,0,0,0,4439,0,-0.1,51827,54573
5,1,30,0,0,0,3.8,10,0,0,0,0,0,4438,0,-0.3,53025,53375
5,1,30,0,0,0,3.5,10,0,0,0,0,0,4438,0,-0.3,53353,53047
5,1,31,0,0,0,3.2,10,0,0,0,0,0,4362,0,-0.2,52712,53688
5,1,31,0,0,0,3,10,0,0,0,0,0,4438,0,0.1,51857,54543
5,1,31,0,0,0,3.1,10,0,0,0,0,0,4438,0,-0.1,51153,55247
5,1,31,0,0,0,3,10,0,0,0,0,0,4438,0,0,50004,56396
5,1,31,0,0,0,3,10,0,0,0,0,0,4438,0,-0.4,49889,56511
5,1,31,0,0,0,2.6,10,0,0,0,0,0,4438,0.026,-0.4,49035,57365
5,1,31,0,0,0.026,2.2,10,0.42,673.9,241.3,0.48,0.1451,4438,0.307,0.6,49229,57171
5,1,31,0,0,0.333,2.8,10,10.64,17115.9,307.9,13.99,4.3412,4438,0.26,1.6,46632,59768
5,1,31,0,0,0.593,4.4,0,28.23,46139.5,308.7,36.38,11.2042,4438,0.173,2.1,44017,62383
5,1,31,0,0,0.766,6.5,0,36.92,60405.9,300.2,48.87,14.6713,4438,0.104,2,39703,66697
5,1,31,0,0,0.87,8.5,0,41.08,67445.1,290,56.77,16.4586,4438,0.04,1.4,37260,69140
5,1,31,1,0,0.91,9.9,2,42.67,70385.6,290,59.28,17.1931,4438,-0.04,0.6,34629,71771
5,1,31,0,1,0.87,10.5,2,41.26,68136.8,290.2,57.34,16.6391,4437,-0.132,0.3,33386,73014
5,1,31,0,0,0.738,10.8,2,35.97,59317,297.6,48.68,14.4752,4438,-0.419,0.2,32961,73439
5,1,31,0,0,0.319,11,9,15.81,25793.4,303.8,21.19,6.4276,4438,-0.054,-0.1,31952,74448
5,1,31,0,0,0.265,10.9,9,12.67,20491.3,306.7,16.7,5.1502,4438,-0.241,-0.8,32387,74013
5,1,31,0,0,0.024,10.1,9,1.06,1388,245.1,1.22,0.3662,4438,-0.024,-1.4,32988,73412
5,1,31,0,0,0,8.7,2,0,0,1.5,0,0,4438,0,-1.1,33832,72568
5,1,31,0,0,0,7.6,2,0,0,0,0,0,4438,0,-1.5,35279,71121
5,1,31,0,0,0,6.1,2,0,0,0,0,0,4438,0,-1.1,37189,69211
5,1,31,0,0,0,5,0,0,0,0,0,0,4438,0,-1.2,40016,66384
5,1,31,0,0,0,3.8,0,0,0,0,0,0,4438,0,-0.5,42891,63509
5,1,31,0,0,0,3.3,0,0,0,0,0,0,4438,0,-0.5,44899,61501
5,2,31,0,0,0,2.8,0,0,0,0,0,0,4438,0,-2.8,46728,59672
5,2,1,0,0,0,1.8,0,0,0,0,0,0,4358,0,-0.7,46472,59928
5,2,1,0,0,0,1.1,0,0,0,0,0,0,4438,0,-0.7,46395,60005
5,2,1,0,0,0,0.4,0,0,0,0,0,0,4438,0,0,47080,59320
5,2,1,0,0,0,0.4,0,0,0,0,0,0,4438,0,-0.4,47444,58956
5,2,1,0,0,0,0,0,0,0,0,0,0,4438,0,0.4,47388,59012
5,2,1,0,0,0,0.4,1,0,0,0,0,0,4438,0.02,0.1,46621,59779
5,2,1,0,0,0.02,0.5,1,0.01,55.6,273.1,0,0,4438,0.349,2.3,46436,59964
5,2,1,0,0,0.369,2.8,1,11.39,18526.6,309,14.87,4.6318,4438,0.184,2.9,44336,62064
5,2,1,0,0,0.553,5.7,8,26.38,43316.4,314,33.57,10.5447,4437,0.197,0.8,42332,64068
5,2,1,0,0,0.75,6.5,8,36.19,59401.4,313.4,45.98,14.4045,4438,0.19,0.6,40705,65695
5,2,1,0,0,0.94,7.1,8,44.69,73623.2,302.4,59.35,17.9457,4438,0.039,0,40834,65566
5,2,1,1,0,0.979,7.1,5,46.73,76462.4,302.2,61.74,18.66,4438,-0.291,1.1,41861,64539
5,2,1,0,1,0.688,8.2,5,33.58,54430.4,300.7,44.17,13.3011,4437,-0.539,-0.8,42296,64104
5,2,1,0,0,0.149,7.4,5,7.43,11566.5,303.8,9.99,3.0435,4438,0.377,-0.5,43716,62684
5,2,1,0,0,0.526,6.9,8,27.28,44289,313.7,34.34,10.775,4438,-0.278,0.3,44257,62143
5,2,1,0,0,0.248,7.2,8,12.94,20614.4,307.2,16.67,5.1931,4438,-0.231,-1,44920,61480
5,2,1,0,0,0.017,6.2,8,0.61,748.9,246.8,0.76,0.2283,4438,-0.017,-1.2,44914,61486
5,2,1,0,0,0,5,4,0,0,2.7,0,0,4438,0,-0.6,44539,61861
5,2,1,0,0,0,4.4,4,0,0,0,0,0,4438,0,-1,43607,62793
5,2,1,0,0,0,3.4,4,0,0,0,0,0,4438,0,-0.7,43779,62621
5,2,1,0,0,0,2.7,1,0,0,0,0,0,4438,0,-0.8,42547,63853
5,2,1,0,0,0,1.9,1,0,0,0,0,0,4438,0,-0.9,40912,65488
5,2,1,0,0,0,1,1,0,0,0,0,0,4438,0,0,40275,66125
5,2,1,0,0,0,1,1,0,0,0,0,0,4438,0,-1.3,39221,67179
5,2,2,0,0,0,-0.3,1,0,0,0,0,0,4360,0,0.7,38787,67613
5,2,2,0,0,0,0.4,1,0,0,0,0,0,4438,0,0.4,37371,69029
5,2,2,0,0,0,0.8,1,0,0,0,0,0,4438,0,0.1,35855,70545
5,2,2,0,0,0,0.9,1,0,0,0,0,0,4438,0,-0.1,34844,71556
5,2,2,0,0,0,0.8,1,0,0,0,0,0,4438,0,-0.8,34602,71798
5,2,2,0,0,0,0,1,0,0,0,0,0,4438,0.022,-0.2,34623,71777
5,2,2,0,0,0.022,-0.2,1,0.03,64.1,271.6,0,0,4438,0.355,2.2,34134,72266
5,2,2,0,0,0.377,2,1,12.03,19221,310.7,15.33,4.7989,4437,0.248,3.1,34429,71971
5,2,2,0,0,0.625,5.1,0,30,49333.5,313.7,38.18,11.974,4438,0.197,1.8,34388,72012
5,2,2,1,0,0.822,6.9,0,39.28,64471.2,302.7,51.9,15.6855,4438,-0.068,0.6,33533,72867
5,2,2,0,0,0.754,7.5,0,35.55,58227.3,292.7,48.78,14.2391,4438,-0.01,0.2,32611,73789
5,2,2,0,0,0.744,7.7,4,34.85,57348.9,304,45.93,13.9961,4438,0.022,0.6,31137,75263
5,2,2,0,1,0.766,8.3,4,36.9,60735.3,301.3,49.28,14.8511,4437,-0.518,-0.5,31047,75353
5,2,2,0,0,0.248,7.8,4,11.91,19203.7,308.2,15.67,4.8462,4438,-0.127,-0.2,31063,75337
5,2,2,0,0,0.121,7.6,5,5.24,8152.1,300.8,7.51,2.2619,4438,-0.039,-0.2,31166,75234
5,2,2,0,0,0.082,7.4,5,2.93,4352.7,299.6,4.45,1.3332,4438,-0.064,-0.7,30834,75566
5,2,2,0,0,0.018,6.7,5,0.54,848.8,248.3,0.83,0.2492,4438,-0.018,-1.4,32188,74212
5,2,2,0,0,0,5.3,3,0,0,2.2,0,0,4438,0,-0.7,32458,73942
5,2,2,0,0,0,4.6,3,0,0,0,0,0,4438,0,-0.8,31426,74974
5,2,2,0,0,0,3.8,3,0,0,0,0,0,4438,0,-0.7,32485,73915
5,2,2,0,0,0,3.1,6,0,0,0,0,0,4438,0,-0.6,33569,72831
5,2,2,0,0,0,2.5,6,0,0,0,0,0,4438,0,-1,35974,70426
5,2,2,0,0,0,1.5,6,0,0,0,0,0,4438,0,-0.5,36202,70198
5,2,2,0,0,0,1,6,0,0,0,0,0,4438,0,-0.5,35977,70423
5,2,3,0,0,0,0.5,6,0,0,0,0,0,4363,0,-0.4,36337,70063
5,2,3,0,0,0,0.1,6,0,0,0,0,0,4438,0,0,36575,69825
5,2,3,0,0,0,0.1,0,0,0,0,0,0,4438,0,-0.9,36061,70339
